loser_id,loser_name,nemesis_id,nemesis_name,n_match_lost
2095,Eva Siskova,1431,Dominique Karregat,1
2095,Eva Siskova,1930,Emilie Francati,1
2095,Eva Siskova,966,Ipek Soylu,1
2095,Eva Siskova,1936,Anastasiya Shoshyna,1
2095,Eva Siskova,3013,Christina Shakovets,1
2095,Eva Siskova,2355,Klaartje Liebens,1
2095,Eva Siskova,703,Eden Silva,1
2095,Eva Siskova,2502,Ivana Klepic,1
2095,Eva Siskova,2038,Yulia Starodubtsewa,1
2095,Eva Siskova,678,Alicia Barnett,1
2095,Eva Siskova,1908,Laura Maluniakova,1
2095,Eva Siskova,1628,Ylona Georgiana Ghioroaie,1
2095,Eva Siskova,2108,Eleni Kordolaimi,1
2095,Eva Siskova,293,Viktoria Kuzmova,1
2095,Eva Siskova,2055,Lamis Alhussein Abdel Aziz,1
2095,Eva Siskova,1657,Katharina Hering,1
2095,Eva Siskova,1863,Tereza Mihalikova,1
2095,Eva Siskova,2159,Kumi So,1
2095,Eva Siskova,1886,Maria Marfutina,1
2095,Eva Siskova,1522,Margarita Skryabina,1
2095,Eva Siskova,31,Harriet Dart,1
2095,Eva Siskova,1235,Naomi Totka,1
2095,Eva Siskova,1997,Valeria Bhunu,1
2096,Celine Kern,1884,Kristyna Hrabalova,1
2096,Celine Kern,679,Freya Christie,1
2096,Celine Kern,1523,Karin Kennel,1
2096,Celine Kern,1493,Satsuki Takamura,1
2096,Celine Kern,1631,Petia Arshinkova,1
2096,Celine Kern,2231,Vlada Ekshibarova,1
2097,Pei Hsuan Chen,2089,Mayar Sherif,1
2097,Pei Hsuan Chen,1931,Arlinda Rushiti,1
2097,Pei Hsuan Chen,2688,Aiko Yoshitomi,1
2097,Pei Hsuan Chen,1222,Riya Bhatia,1
2097,Pei Hsuan Chen,2132,Pei Chi Lee,1
2097,Pei Hsuan Chen,1934,Lucia Bronzetti,1
2097,Pei Hsuan Chen,1333,Ramu Ueda,1
2097,Pei Hsuan Chen,2694,Erina Hayashi,1
2097,Pei Hsuan Chen,1129,Tara Moore,1
2097,Pei Hsuan Chen,1346,Yuuki Tanaka,1
2097,Pei Hsuan Chen,2491,Oleksandra Oliynykova,1
2097,Pei Hsuan Chen,2050,Bhuvana Kalva,1
2097,Pei Hsuan Chen,1739,Ying Zhang,1
2097,Pei Hsuan Chen,1507,Jelena Stojanovic,1
2097,Pei Hsuan Chen,1449,Magali Kempen,1
2097,Pei Hsuan Chen,3090,Ya Hsin Lee,1
2097,Pei Hsuan Chen,2183,Yukina Saigo,1
2097,Pei Hsuan Chen,1890,Jesika Maleckova,1
2097,Pei Hsuan Chen,1196,Storm Sanders,1
2097,Pei Hsuan Chen,2108,Eleni Kordolaimi,1
2098,Viktoria Glotova,2112,Francesca Delledera,1
2098,Viktoria Glotova,2269,Merel Hoedt,1
2098,Viktoria Glotova,1230,Elyse Lavender,1
2098,Viktoria Glotova,2566,Sathwika Sama,1
2099,Andjela Novcic,1850,Despina Papamichail,1
2099,Andjela Novcic,1523,Karin Kennel,1
2099,Andjela Novcic,2079,Giada Clerici,1
2099,Andjela Novcic,1509,Ani Vangelova,1
2099,Andjela Novcic,2000,Brenda Njuki,1
2099,Andjela Novcic,3109,Yasmine Mansouri,1
2099,Andjela Novcic,2058,Karoline Kurz,1
2099,Andjela Novcic,1367,Marlies Szupper,1
2099,Andjela Novcic,1356,Veronika Vlkovska,1
2099,Andjela Novcic,2476,Eva Zagorac,1
2099,Andjela Novcic,2083,Kanika Vaidya,1
2099,Andjela Novcic,1552,Anastasiya Fedoryshyn,1
2099,Andjela Novcic,1184,Fiona Codino,1
2099,Andjela Novcic,2122,Jovana Vukovic,1
2099,Andjela Novcic,1640,Gabriela Nicole Tatarus,1
2099,Andjela Novcic,1773,Xiaoxi Zhao,1
2100,Snehal Mane,8174,Rashi Malviya,1
2100,Snehal Mane,2231,Vlada Ekshibarova,1
2100,Snehal Mane,7960,Anna Borovinskaya,1
2100,Snehal Mane,1228,Pranjala Yadlapalli,1
2100,Snehal Mane,8170,Lakshmi Sahithi Reddy Vutukuru,1
2100,Snehal Mane,1227,Natasha Palha,1
2100,Snehal Mane,1773,Xiaoxi Zhao,1
2100,Snehal Mane,1756,Yanni Liu,1
2100,Snehal Mane,1221,Rutuja Bhosale,1
2100,Snehal Mane,1219,Zeel Desai,1
2100,Snehal Mane,2088,Jacqueline Cabaj Awad,1
2100,Snehal Mane,1879,Aneta Laboutkova,1
2100,Snehal Mane,963,Junri Namigata,1
2100,Snehal Mane,2024,Ola Abou Zekry,1
2100,Snehal Mane,1798,Rishika Sunkara,1
2100,Snehal Mane,1802,Sowjanya Bavisetti,1
2100,Snehal Mane,1431,Dominique Karregat,1
2100,Snehal Mane,1738,Ayaka Okuno,1
2100,Snehal Mane,2120,Claudia Franze,1
2100,Snehal Mane,2126,Emma Lene,1
2100,Snehal Mane,2064,Anna Ureke,1
2100,Snehal Mane,1511,Irina Fetecau,1
2100,Snehal Mane,1348,Tina Nadine Smith,1
2100,Snehal Mane,2179,Fanny Ostlund,1
2100,Snehal Mane,7221,Noel Saidenova,1
2100,Snehal Mane,497,Karman Thandi,1
2100,Snehal Mane,6897,Yu Yang Jin,1
2100,Snehal Mane,6970,Sravya Shivani Chilakalapudi,1
2100,Snehal Mane,2559,Akanksha Dileep Nitture,1
2100,Snehal Mane,4198,Yinglak Jittakoat,1
2100,Snehal Mane,7210,Himeno Sakatsume,1
2100,Snehal Mane,4172,Nevena Sokovic,1
2100,Snehal Mane,7830,Nada Fouad,1
2100,Snehal Mane,3126,Celestine Avomo Ella,1
2100,Snehal Mane,698,Deniz Khazaniuk,1
2100,Snehal Mane,3074,Punnin Kovapitukted,1
2100,Snehal Mane,298,Katie Boulter,1
2101,Catherine Shulman,2100,Snehal Mane,1
2101,Catherine Shulman,1366,Julia Rosenquist,1
2101,Catherine Shulman,1665,Doga Selen Takunyaci,1
2101,Catherine Shulman,2106,Andreina Pino,1
2101,Catherine Shulman,1584,Amina Anshba,1
2102,Shannon Cox,8618,Ksenia Khlynova,1
2102,Shannon Cox,6958,Anastasia Shaulskaya,1
2102,Shannon Cox,2492,Shahar Biran,1
2102,Shannon Cox,1659,Andrina Peer,1
2102,Shannon Cox,1996,Linnea Malmqvist,1
2102,Shannon Cox,1655,Gebriela Mihaylova,1
2102,Shannon Cox,2870,Kelia Le Bihan,1
2102,Shannon Cox,7421,Alina Michalitsch,1
2102,Shannon Cox,2110,Ekaterina Ovcharenko,1
2102,Shannon Cox,2246,Lian Tran,1
2102,Shannon Cox,2605,Maria Vittoria Viviani,1
2102,Shannon Cox,1295,Warona Mdlulwa,1
2102,Shannon Cox,1560,Elina Vikhryanova,1
2102,Shannon Cox,1909,Linda Sevcikova,1
2103,Valentina Lia,2045,Costanza Pera,1
2103,Valentina Lia,1773,Xiaoxi Zhao,1
2103,Valentina Lia,2072,Francesca Sella,1
2103,Valentina Lia,2049,Anhzelika Isaeva,1
2104,Joanna Carswell,2692,So Ra Lee,2
2105,Nadia Echeverria Alam,1982,Sandra Samir,3
2106,Andreina Pino,2494,Federica Bilardo,3
2107,Ziyu Wang,1224,Anna Morgina,1
2107,Ziyu Wang,1309,Zuzana Zlochova,1
2107,Ziyu Wang,2055,Lamis Alhussein Abdel Aziz,1
2107,Ziyu Wang,1907,Nastja Kolar,1
2107,Ziyu Wang,3048,Joanne Zuger,1
2107,Ziyu Wang,1823,Jenny Duerst,1
2107,Ziyu Wang,2187,Daiana Negreanu,1
2107,Ziyu Wang,1595,Agustina Chlpac,1
2108,Eleni Kordolaimi,2609,Angelica Moratelli,3
2108,Eleni Kordolaimi,775,Diana Marcinkevica,3
2109,Mariagiovanna Nanti,1706,Chieh Yu Hsu,1
2109,Mariagiovanna Nanti,1479,Emily Casteleyn,1
2109,Mariagiovanna Nanti,2108,Eleni Kordolaimi,1
2110,Ekaterina Ovcharenko,8240,Anja Wildgruber,3
2111,Fang Hsien Wu,1271,Nathaly Kurata,1
2111,Fang Hsien Wu,2027,Jodie Anna Burrage,1
2111,Fang Hsien Wu,1449,Magali Kempen,1
2111,Fang Hsien Wu,1428,Britt Geukens,1
2111,Fang Hsien Wu,1996,Linnea Malmqvist,1
2112,Francesca Delledera,8933,Martha Matoula,1
2112,Francesca Delledera,2662,Beatrice Lombardo,1
2112,Francesca Delledera,7349,Nadine Keller,1
2112,Francesca Delledera,2616,Chiara Catini,1
2112,Francesca Delledera,8692,Wiem Boubaker,1
2112,Francesca Delledera,2944,Pilar Astigarraga Harper,1
2112,Francesca Delledera,8121,Simona Ogescu,1
2112,Francesca Delledera,1270,Barbara Gatica,1
2112,Francesca Delledera,8713,Greta Medeghini,1
2112,Francesca Delledera,3688,Ani Amiraghyan,1
2112,Francesca Delledera,8497,Anouk Koevermans,1
2112,Francesca Delledera,7060,Maria Tanasescu,1
2112,Francesca Delledera,2659,Angelica Raggi,1
2112,Francesca Delledera,7077,Sophia Biolay,1
2112,Francesca Delledera,2835,Eva Vedder,1
2112,Francesca Delledera,3097,Gloria Ceschi,1
2112,Francesca Delledera,1719,Chi Chi Scholl,1
2112,Francesca Delledera,2564,Humera Begum Shaik,1
2112,Francesca Delledera,2366,Ines Nicault,1
2112,Francesca Delledera,2373,Maelys Bougrat,1
2112,Francesca Delledera,2381,Chloe Cirotte,1
2112,Francesca Delledera,1519,Elina Nepliy,1
2112,Francesca Delledera,2028,Maria Lota Kaul,1
2112,Francesca Delledera,2567,Giorgia Marchetti,1
2112,Francesca Delledera,2111,Fang Hsien Wu,1
2112,Francesca Delledera,1529,Anna Ukolova,1
2112,Francesca Delledera,2136,Chiraz Bechri,1
2112,Francesca Delledera,1884,Kristyna Hrabalova,1
2112,Francesca Delledera,2108,Eleni Kordolaimi,1
2112,Francesca Delledera,2529,Magdalena Stoilkovska,1
2113,Klaudia Wira,1936,Anastasiya Shoshyna,2
2113,Klaudia Wira,1996,Linnea Malmqvist,2
2113,Klaudia Wira,1532,Shalimar Talbi,2
2114,Maria Zotova,7411,Doga Turkmen,1
2114,Maria Zotova,1982,Sandra Samir,1
2114,Maria Zotova,2901,Emilie Elde,1
2114,Maria Zotova,2005,Nuria Parrizas Diaz,1
2114,Maria Zotova,2080,Jennifer Timotin,1
2114,Maria Zotova,2849,Denise Antonela Stoica,1
2114,Maria Zotova,2024,Ola Abou Zekry,1
2114,Maria Zotova,2002,Oleksandra Piskun,1
2114,Maria Zotova,903,Sara Tomic,1
2114,Maria Zotova,1863,Tereza Mihalikova,1
2114,Maria Zotova,1564,Ekaterina Kazionova,1
2114,Maria Zotova,1495,Katarina Jokic,1
2114,Maria Zotova,1484,Ainhoa Atucha Gomez,1
2114,Maria Zotova,3686,Alica Rusova,1
2114,Maria Zotova,1440,Bojana Marinkovic,1
2114,Maria Zotova,3492,Sofia Kvatsabaia,1
2114,Maria Zotova,1411,Lea Tholey,1
2114,Maria Zotova,1410,Emily Arbuthnott,1
2114,Maria Zotova,1777,Dan Ni Wang,1
2114,Maria Zotova,1779,Sri Vaishnavi Peddi Reddy,1
2114,Maria Zotova,1792,Sai Samhitha Chamarthi,1
2114,Maria Zotova,1860,Chantal Skamlova,1
2114,Maria Zotova,3256,Nicole Coopersmith,1
2114,Maria Zotova,1364,Magdalena Pantuckova,1
2114,Maria Zotova,417,Pemra Ozgen,1
2114,Maria Zotova,2204,Alba Carrillo Marin,1
2114,Maria Zotova,781,Jaqueline Adina Cristian,1
2114,Maria Zotova,2691,Misaki Matsuda,1
2114,Maria Zotova,2269,Merel Hoedt,1
2114,Maria Zotova,2216,Paula Arias Manjon,1
2115,Nermeen Shawky,3298,Jessie Aney,2
2116,Nina Kolar,1608,Akilah James,1
2116,Nina Kolar,1420,Cristina Adamescu,1
2116,Nina Kolar,1424,Lisa Marie Maetschke,1
2116,Nina Kolar,1440,Bojana Marinkovic,1
2116,Nina Kolar,480,Kimberley Zimmermann,1
2116,Nina Kolar,1477,Kassandra Davesne,1
2116,Nina Kolar,1364,Magdalena Pantuckova,1
2116,Nina Kolar,1978,Fatma Al Nabhani,1
2116,Nina Kolar,3168,Lizaveta Hancharova,1
2116,Nina Kolar,2220,Marta Garcia Gausi,1
2116,Nina Kolar,1510,Federica Prati,1
2116,Nina Kolar,1531,Daria Lodikova,1
2116,Nina Kolar,3700,Shufaa Changawa Ruwa,1
2116,Nina Kolar,663,Rosalie Van Der Hoek,1
2116,Nina Kolar,743,Varvara Gracheva,1
2116,Nina Kolar,1902,Federica Arcidiacono,1
2116,Nina Kolar,1998,Diana Shevchenko,1
2116,Nina Kolar,2064,Anna Ureke,1
2116,Nina Kolar,1235,Naomi Totka,1
2116,Nina Kolar,1920,Mirabelle Njoze,1
2116,Nina Kolar,2765,Anastasia Veselova,1
2117,Andreia Beberechi,6940,Sofia Milatova,1
2117,Andreia Beberechi,2651,Bianca Turati,1
2117,Andreia Beberechi,3253,Mariya Poduraeva,1
2117,Andreia Beberechi,2115,Nermeen Shawky,1
2117,Andreia Beberechi,1907,Nastja Kolar,1
2117,Andreia Beberechi,2020,Minami Akiyama,1
2117,Andreia Beberechi,3619,Haley Giavara,1
2117,Andreia Beberechi,3844,Saara Orav,1
2117,Andreia Beberechi,2359,Alina Silich,1
2117,Andreia Beberechi,4021,Diana Krasnova,1
2117,Andreia Beberechi,2070,Diana Maria Mihail,1
2117,Andreia Beberechi,2005,Nuria Parrizas Diaz,1
2117,Andreia Beberechi,2642,Nastassja Burnett,1
2118,Krishnali Bhonsle,2117,Andreia Beberechi,1
2119,Milana Zhabrailova,9254,Lea Magun,1
2119,Milana Zhabrailova,1870,Nicole Gadient,1
2119,Milana Zhabrailova,7841,Jelena Kovac,1
2119,Milana Zhabrailova,1370,Clothilde De Bernardi,1
2119,Milana Zhabrailova,7769,Antonia Ruzic,1
2119,Milana Zhabrailova,2024,Ola Abou Zekry,1
2119,Milana Zhabrailova,7210,Himeno Sakatsume,1
2119,Milana Zhabrailova,1417,Chelsea Vanhoutte,1
2119,Milana Zhabrailova,7863,Anita Bertoloni,1
2119,Milana Zhabrailova,1876,Denisa Hindova,1
2119,Milana Zhabrailova,1752,Yixuan Li,1
2119,Milana Zhabrailova,2487,Sapfo Sakellaridi,1
2119,Milana Zhabrailova,1415,Natalia Orlova,1
2119,Milana Zhabrailova,6486,Evita Ramirez,1
2119,Milana Zhabrailova,3530,Chiara De Vito,1
2119,Milana Zhabrailova,602,Lucrezia Stefanini,1
2119,Milana Zhabrailova,2849,Denise Antonela Stoica,1
2119,Milana Zhabrailova,1950,Jasmin Jebawy,1
2119,Milana Zhabrailova,1437,Julyette Maria Josephine Steur,1
2119,Milana Zhabrailova,2735,Yui Chikaraishi,1
2119,Milana Zhabrailova,2659,Angelica Raggi,1
2120,Claudia Franze,2123,Victoria Kan,1
2120,Claudia Franze,1350,Suzy Larkin,1
2120,Claudia Franze,1982,Sandra Samir,1
2120,Claudia Franze,3749,Sabrina Bamburac,1
2120,Claudia Franze,1777,Dan Ni Wang,1
2120,Claudia Franze,1773,Xiaoxi Zhao,1
2120,Claudia Franze,1634,Elena Teodora Cadar,1
2120,Claudia Franze,1631,Petia Arshinkova,1
2120,Claudia Franze,2194,Andrea Ka,1
2120,Claudia Franze,3182,Melis Sezer,1
2120,Claudia Franze,1873,Karolina Kubanova,1
2120,Claudia Franze,1876,Denisa Hindova,1
2120,Claudia Franze,1524,Angelina Shakhraychuk,1
2120,Claudia Franze,702,Mariam Bolkvadze,1
2120,Claudia Franze,2303,Lara Panfilov,1
2120,Claudia Franze,2301,Claudia Giovine,1
2120,Claudia Franze,2033,Lou Brouleau,1
2120,Claudia Franze,1992,Amelie Intert,1
2120,Claudia Franze,1821,Kirsten Andrea Weedon,1
2120,Claudia Franze,2234,Amandine Cazeaux,1
2120,Claudia Franze,2406,Yuriko Miyazaki,1
2120,Claudia Franze,1953,Kelly Williford,1
2120,Claudia Franze,2088,Jacqueline Cabaj Awad,1
2120,Claudia Franze,2203,Charlotte Roemer,1
2120,Claudia Franze,1360,Timea Jaruskova,1
2120,Claudia Franze,3168,Lizaveta Hancharova,1
2120,Claudia Franze,2176,Viktoria Morvayova,1
2120,Claudia Franze,2285,Ana Lantigua De La Nuez,1
2120,Claudia Franze,2108,Eleni Kordolaimi,1
2121,Federica Joe Gardella,2353,Alice Bacquie,1
2121,Federica Joe Gardella,1469,Naima Karamoko,1
2121,Federica Joe Gardella,1410,Emily Arbuthnott,1
2121,Federica Joe Gardella,1222,Riya Bhatia,1
2121,Federica Joe Gardella,3491,Victoria Larriere,1
2121,Federica Joe Gardella,1514,Angelique Svinos,1
2121,Federica Joe Gardella,2463,Kim Fontana,1
2121,Federica Joe Gardella,1533,Sofia Dmitrieva,1
2121,Federica Joe Gardella,1779,Sri Vaishnavi Peddi Reddy,1
2121,Federica Joe Gardella,2956,Camelia Elena Hristea,1
2121,Federica Joe Gardella,1382,Alexa Pirok,1
2122,Jovana Vukovic,1379,Gabriela Horackova,1
2122,Jovana Vukovic,1496,Kristina Ostojic,1
2122,Jovana Vukovic,2339,Alice Gillan,1
2122,Jovana Vukovic,1844,Ina Kaufinger,1
2122,Jovana Vukovic,1100,Sara Cakarevic,1
2122,Jovana Vukovic,1493,Satsuki Takamura,1
2122,Jovana Vukovic,1531,Daria Lodikova,1
2122,Jovana Vukovic,2502,Ivana Klepic,1
2123,Victoria Kan,1400,Mirjam Bjorklund,3
2124,Giulia Morlet,7221,Noel Saidenova,1
2124,Giulia Morlet,4490,Aubane Droguet,1
2124,Giulia Morlet,6865,Darya Astakhova,1
2124,Giulia Morlet,1853,Tayisiya Morderger,1
2124,Giulia Morlet,7256,Solymar Colling,1
2124,Giulia Morlet,1412,Dasha Ivanova,1
2124,Giulia Morlet,6993,Anastasia Zolotareva,1
2124,Giulia Morlet,2659,Angelica Raggi,1
2124,Giulia Morlet,775,Diana Marcinkevica,1
2124,Giulia Morlet,1421,Alice Rame,1
2124,Giulia Morlet,1882,Anna Siskova,1
2124,Giulia Morlet,2126,Emma Lene,1
2124,Giulia Morlet,2366,Ines Nicault,1
2124,Giulia Morlet,2123,Victoria Kan,1
2124,Giulia Morlet,1254,Jazmin Ortenzi,1
2124,Giulia Morlet,2399,Victoria Allen,1
2124,Giulia Morlet,2088,Jacqueline Cabaj Awad,1
2124,Giulia Morlet,1558,Ilona Kremen,1
2125,Hala Khaled,6997,Lucie Nguyen Tan,1
2125,Hala Khaled,3224,Anastasiya Poplavska,1
2125,Hala Khaled,2152,Emily Seibold,1
2125,Hala Khaled,1950,Jasmin Jebawy,1
2126,Emma Lene,2256,Angela Fita Boluda,2
2126,Emma Lene,1100,Sara Cakarevic,2
2126,Emma Lene,694,Isabella Shinikova,2
2126,Emma Lene,2301,Claudia Giovine,2
2126,Emma Lene,2136,Chiraz Bechri,2
2126,Emma Lene,1497,Tamara Curovic,2
2127,Agnes Ornella Biba,1981,Akiko Okuda,1
2127,Agnes Ornella Biba,1833,Melisa Morales,1
2128,Yu Ting Hsieh,7208,Rina Saigo,1
2128,Yu Ting Hsieh,2505,Yi Tsen Cho,1
2128,Yu Ting Hsieh,8278,Mua Shigeta,1
2128,Yu Ting Hsieh,2717,Kanako Morisaki,1
2128,Yu Ting Hsieh,7349,Nadine Keller,1
2128,Yu Ting Hsieh,1449,Magali Kempen,1
2128,Yu Ting Hsieh,1777,Dan Ni Wang,1
2128,Yu Ting Hsieh,2086,Ana Bianca Mihaila,1
2128,Yu Ting Hsieh,1734,Chang Liu,1
2128,Yu Ting Hsieh,1507,Jelena Stojanovic,1
2128,Yu Ting Hsieh,2727,Mana Kawamura,1
2128,Yu Ting Hsieh,2163,Tamachan Momkoonthod,1
2128,Yu Ting Hsieh,3926,Lisa Marie Rioux,1
2128,Yu Ting Hsieh,1203,Kotomi Takahata,1
2128,Yu Ting Hsieh,2551,Saumya Vig,1
2129,Alena Yurchenko,2128,Yu Ting Hsieh,1
2129,Alena Yurchenko,2083,Kanika Vaidya,1
2129,Alena Yurchenko,1759,Angelina Gabueva,1
2129,Alena Yurchenko,2141,Viktoriya Petrenko,1
2129,Alena Yurchenko,1850,Despina Papamichail,1
2130,Adele Diana Biba,7173,Jessica Bertoldo,1
2130,Adele Diana Biba,1428,Britt Geukens,1
2131,Eleni Kampantai,7606,Anamarija Spoljaric,1
2131,Eleni Kampantai,1652,Ioana Gaspar,1
2131,Eleni Kampantai,7820,Darya Shauha,1
2131,Eleni Kampantai,2252,Lisa Sabino,1
2131,Eleni Kampantai,6867,Beatris Spasova,1
2131,Eleni Kampantai,2081,Anastasia Bursa,1
2131,Eleni Kampantai,7279,Dorthea Faa Hviding,1
2131,Eleni Kampantai,2239,Isabella Harvison,1
2131,Eleni Kampantai,7104,Anna Arkadianou,1
2131,Eleni Kampantai,2027,Jodie Anna Burrage,1
2131,Eleni Kampantai,8767,Anastasia Dimitrijevic,1
2131,Eleni Kampantai,1991,Farah Khalil,1
2131,Eleni Kampantai,9918,Dominika Talpova,1
2131,Eleni Kampantai,3688,Ani Amiraghyan,1
2131,Eleni Kampantai,2478,Emmanouela Antonakis,1
2131,Eleni Kampantai,2622,Francesca Bullani,1
2131,Eleni Kampantai,2197,Noelia Bouzo Zanotti,1
2132,Pei Chi Lee,753,Hiroko Kuwata,3
2133,Phillis Vanenburg,2194,Andrea Ka,1
2133,Phillis Vanenburg,2269,Merel Hoedt,1
2133,Phillis Vanenburg,2266,Ayla Aksu,1
2133,Phillis Vanenburg,2138,Suzan Lamens,1
2133,Phillis Vanenburg,2132,Pei Chi Lee,1
2133,Phillis Vanenburg,2086,Ana Bianca Mihaila,1
2133,Phillis Vanenburg,2522,Kateryna Sliusar,1
2133,Phillis Vanenburg,1222,Riya Bhatia,1
2133,Phillis Vanenburg,470,Raluca Georgiana Serban,1
2133,Phillis Vanenburg,425,Gabriella Taylor,1
2133,Phillis Vanenburg,955,Deborah Chiesa,1
2133,Phillis Vanenburg,1888,Victoria Muntean,1
2133,Phillis Vanenburg,1585,Amanda Carreras,1
2133,Phillis Vanenburg,2874,Malene Helgo,1
2133,Phillis Vanenburg,1451,Irene Burillo Escorihuela,1
2133,Phillis Vanenburg,1100,Sara Cakarevic,1
2133,Phillis Vanenburg,2457,Margarita Lazareva,1
2133,Phillis Vanenburg,3182,Melis Sezer,1
2133,Phillis Vanenburg,1457,Aymet Uzcategui,1
2134,Paulina Jastrzebska,1568,Polina Golubovskaya,2
2134,Paulina Jastrzebska,1936,Anastasiya Shoshyna,2
2135,Celine Fritsch,7610,Sylvie Zund,1
2135,Celine Fritsch,1653,Oana Gavrila,1
2135,Celine Fritsch,7349,Nadine Keller,1
2135,Celine Fritsch,1930,Emilie Francati,1
2135,Celine Fritsch,6974,Jantje Tilbuerger,1
2135,Celine Fritsch,1411,Lea Tholey,1
2135,Celine Fritsch,1913,Katharina Gerlach,1
2135,Celine Fritsch,1904,Martina Kudelova,1
2135,Celine Fritsch,1896,Laura Schaeder,1
2135,Celine Fritsch,1873,Karolina Kubanova,1
2135,Celine Fritsch,1853,Tayisiya Morderger,1
2135,Celine Fritsch,1842,Silvia Njiric,1
2135,Celine Fritsch,2502,Ivana Klepic,1
2135,Celine Fritsch,1218,Lena Lutzeier,1
2135,Celine Fritsch,1931,Arlinda Rushiti,1
2135,Celine Fritsch,1976,Sofia Nami Samavati,1
2135,Celine Fritsch,3860,Sarah Lee,1
2135,Celine Fritsch,3068,Louise Brunskog,1
2135,Celine Fritsch,3026,Jana Bojovic,1
2135,Celine Fritsch,1571,Anna Ozerova,1
2135,Celine Fritsch,3104,Diana Chehoudi,1
2136,Chiraz Bechri,2690,Ayumi Koshiishi,3
2137,Taro Keens,7308,Aminata Sall,1
2137,Taro Keens,1462,Roosh Wijesundera,1
2137,Taro Keens,1184,Fiona Codino,1
2137,Taro Keens,1936,Anastasiya Shoshyna,1
2137,Taro Keens,2091,Alexandra Walters,1
2137,Taro Keens,1430,Rio Kitagawa,1
2137,Taro Keens,1830,Mary Closs,1
2138,Suzan Lamens,2745,Hua Chen Lee,2
2138,Suzan Lamens,1460,Cindy Burger,2
2138,Suzan Lamens,1437,Julyette Maria Josephine Steur,2
2138,Suzan Lamens,1422,Lara Salden,2
2138,Suzan Lamens,2874,Malene Helgo,2
2138,Suzan Lamens,1578,Carolina Meligeni Rodrigues Alves,2
2138,Suzan Lamens,475,Anastasia Zarytska,2
2139,Maria Patrascu,1507,Jelena Stojanovic,3
2140,Dhwani Kumar,1907,Nastja Kolar,1
2141,Viktoriya Petrenko,7952,Darja Semenistaja,1
2141,Viktoriya Petrenko,1445,Johana Markova,1
2141,Viktoriya Petrenko,8268,Saki Imamura,1
2141,Viktoriya Petrenko,3390,Andjela Jocovic,1
2141,Viktoriya Petrenko,6856,Mariia Tkacheva,1
2141,Viktoriya Petrenko,1569,Nadiya Kolb,1
2141,Viktoriya Petrenko,9780,Diana Shnaider,1
2141,Viktoriya Petrenko,1886,Maria Marfutina,1
2141,Viktoriya Petrenko,9125,Tara Wurth,1
2141,Viktoriya Petrenko,1842,Silvia Njiric,1
2141,Viktoriya Petrenko,7439,Lyubov Kostenko,1
2141,Viktoriya Petrenko,2641,Eleni Daniilidou,1
2141,Viktoriya Petrenko,1840,Mariana Drazic,1
2141,Viktoriya Petrenko,2613,Corina Mader,1
2141,Viktoriya Petrenko,490,Fanny Stollar,1
2141,Viktoriya Petrenko,1652,Ioana Gaspar,1
2141,Viktoriya Petrenko,3182,Melis Sezer,1
2141,Viktoriya Petrenko,2024,Ola Abou Zekry,1
2141,Viktoriya Petrenko,2023,Nina Stadler,1
2141,Viktoriya Petrenko,2522,Kateryna Sliusar,1
2141,Viktoriya Petrenko,2958,Georgia Andreea Craciun,1
2141,Viktoriya Petrenko,1342,Pia Konig,1
2141,Viktoriya Petrenko,2757,Aleksandra Pospelova,1
2141,Viktoriya Petrenko,1088,Carlota Martinez Cirez,1
2141,Viktoriya Petrenko,2490,Zhibek Kulambayeva,1
2141,Viktoriya Petrenko,2998,Evgeniya Levashova,1
2141,Viktoriya Petrenko,3110,Sabrina Rittberger,1
2141,Viktoriya Petrenko,3175,Ipek Oz,1
2141,Viktoriya Petrenko,2149,Jule Niemeier,1
2141,Viktoriya Petrenko,2231,Vlada Ekshibarova,1
2142,Weronika Jasmina Forys,1888,Victoria Muntean,2
2143,Camilla Abbate,1091,Federica Di Sarra,2
2144,Elena De Santis,7006,Lana Sipek,1
2144,Elena De Santis,2088,Jacqueline Cabaj Awad,1
2144,Elena De Santis,643,Katarzyna Kawa,1
2144,Elena De Santis,2015,Valeriya Zeleva,1
2144,Elena De Santis,1402,Ines Ibbou,1
2144,Elena De Santis,1444,Meritxell Perera Ros,1
2144,Elena De Santis,1765,Ao Gai,1
2144,Elena De Santis,2240,Maria Masini,1
2144,Elena De Santis,1456,Helene Scholsen,1
2144,Elena De Santis,479,Tereza Mrdeza,1
2144,Elena De Santis,480,Kimberley Zimmermann,1
2144,Elena De Santis,3097,Gloria Ceschi,1
2144,Elena De Santis,1930,Emilie Francati,1
2144,Elena De Santis,460,Amandine Hesse,1
2144,Elena De Santis,2373,Maelys Bougrat,1
2144,Elena De Santis,1653,Oana Gavrila,1
2144,Elena De Santis,2957,Maria Toma,1
2144,Elena De Santis,1566,Ekaterina Yashina,1
2144,Elena De Santis,2640,Pia Cuk,1
2145,Sophie Muntean,1634,Elena Teodora Cadar,2
2146,Dominique Chante Mclean,2105,Nadia Echeverria Alam,1
2147,Zi Yi Wang,1350,Suzy Larkin,1
2147,Zi Yi Wang,2113,Klaudia Wira,1
2147,Zi Yi Wang,3239,Veronika Stotyka,1
2147,Zi Yi Wang,2024,Ola Abou Zekry,1
2147,Zi Yi Wang,2099,Andjela Novcic,1
