player_id,old_player_id,country_id,name,sex,hand,ht,byear_of_birth
198,109054,GER,Daniel Masur,M,R,-1,1994
199,105406,ITA,Roberto Marcora,M,R,-1,1989
200,208055,NZL,Ajeet Rai,M,R,-1,1999
201,105015,CRO,Franko Skugor,M,R,193,1987
202,106043,ARG,Diego Schwartzman,M,R,170,1992
203,126774,GRE,Stefanos Tsitsipas,M,R,193,1998
204,105819,ARG,Guido Andreozzi,M,R,-1,1991
205,105373,SVK,Martin Klizan,M,L,190,1989
206,105023,USA,Sam Querrey,M,R,198,1987
207,105051,AUS,Matthew Ebden,M,R,188,1987
208,106298,FRA,Lucas Pouille,M,R,185,1994
209,126207,USA,Frances Tiafoe,M,R,188,1998
210,202429,ITA,Camila Giorgi,F,R,168,1991
211,201444,TPE,Su Wei Hsieh,F,R,169,1986
212,214544,BLR,Aryna Sabalenka,F,R,182,1998
213,201490,SUI,Timea Bacsinszky,F,R,-1,1989
214,201495,SVK,Dominika Cibulkova,F,R,161,1989
215,213583,GER,Tatjana Maria,F,R,-1,1987
216,202469,ESP,Garbine Muguruza,F,R,182,1993
217,206420,RUS,Ekaterina Alexandrova,F,R,175,1994
218,201620,PUR,Monica Puig,F,R,170,1993
219,202458,AUS,Ashleigh Barty,F,R,166,1996
220,211533,LAT,Jelena Ostapenko,F,R,177,1997
221,201493,GER,Angelique Kerber,F,L,173,1988
222,201594,ROU,Simona Halep,F,R,168,1991
223,106186,AUS,Jason Kubler,M,R,-1,1993
224,201527,SUI,Stefanie Voegele,F,R,170,1990
225,214956,CZE,Miriam Kolodziejova,F,R,-1,1997
226,205923,AUS,Abbie Myers,F,R,-1,1994
227,213666,AUS,Maddison Inglis,F,R,171,1998
228,201610,KAZ,Zarina Diyas,F,R,172,1993
229,201366,CZE,Barbora Zahlavova Strycova,F,R,164,1986
230,215811,AUS,Alexandra Bozovic,F,U,-1,1999
231,205815,JPN,Eri Hozumi,F,R,-1,1994
232,201318,USA,Bethanie Mattek Sands,F,R,168,1985
233,214461,SLO,Tamara Zidansek,F,R,168,1997
234,104745,ESP,Rafael Nadal,M,L,185,1986
235,103819,SUI,Roger Federer,M,R,185,1981
236,100644,GER,Alexander Zverev,M,R,198,1997
237,105227,CRO,Marin Cilic,M,R,198,1988
238,106432,CRO,Borna Coric,M,R,188,1996
239,105936,SRB,Filip Krajinovic,M,R,185,1992
240,104792,FRA,Gael Monfils,M,R,193,1986
241,106283,USA,Mitchell Krueger,M,R,-1,1994
242,105554,GBR,Daniel Evans,M,R,175,1990
243,111794,POL,Kamil Majchrzak,M,R,-1,1996
244,104678,SRB,Viktor Troicki,M,R,193,1986
245,144750,RSA,Lloyd Harris,M,R,193,1997
246,200484,GER,Rudolf Molleker,M,R,-1,2000
247,105882,ITA,Stefano Travaglia,M,R,185,1991
248,104563,ITA,Luca Vanni,M,R,-1,1985
249,105967,SUI,Henri Laaksonen,M,R,-1,1992
250,105147,JPN,Tatsuma Ito,M,R,180,1988
251,105163,FRA,Gleb Sakharov,M,R,-1,1988
252,104810,CHN,Zhe Li,M,R,-1,1986
253,106058,USA,Jack Sock,M,R,185,1992
254,106071,AUS,Bernard Tomic,M,R,193,1992
255,104386,SRB,Janko Tipsarevic,M,R,180,1984
256,105062,KAZ,Mikhail Kukushkin,M,R,183,1987
257,104999,GER,Mischa Zverev,M,L,190,1987
258,105643,ARG,Federico Delbonis,M,L,190,1990
259,103852,ESP,Feliciano Lopez,M,L,188,1981
260,201466,EST,Kaia Kanepi,F,R,181,1985
261,213550,USA,Sofia Kenin,F,R,170,1998
262,206368,RUS,Veronika Kudermetova,F,R,175,1997
263,201427,FRA,Alize Cornet,F,R,173,1990
264,202418,ESP,Lara Arruabarrena,F,R,166,1992
265,200748,USA,Venus Williams,F,R,185,1980
266,216262,FRA,Clara Burel,F,R,176,2001
267,202446,CAN,Eugenie Bouchard,F,R,178,1994
268,201397,CHN,Shuai Peng,F,R,173,1986
269,200033,USA,Serena Williams,F,R,175,1981
270,212001,RUS,Natalia Vikhlyantseva,F,R,-1,1997
271,202453,CHN,Saisai Zheng,F,R,170,1994
272,203435,SLO,Dalila Jakupovic,F,R,-1,1991
273,216347,POL,Iga Swiatek,F,R,176,2001
274,202536,ROU,Ana Bogdan,F,R,-1,1992
275,201483,USA,Madison Brengle,F,R,-1,1990
276,201595,JPN,Misaki Doi,F,L,159,1991
277,202663,POL,Magda Linette,F,R,171,1992
278,201696,GER,Laura Siegemund,F,R,168,1988
279,201458,BLR,Victoria Azarenka,F,R,180,1989
280,202492,CHN,Qiang Wang,F,R,172,1992
281,211539,FRA,Fiona Ferro,F,R,170,1997
282,215370,CAN,Bianca Andreescu,F,R,170,2000
283,215992,USA,Whitney Osuigwe,F,R,-1,2002
284,201621,GER,Mona Barthel,F,R,185,1990
285,203533,SVK,Anna Karolina Schmiedlova,F,R,-1,1994
286,202506,RUS,Margarita Gasparyan,F,R,-1,1994
287,202684,CHN,Lin Zhu,F,R,-1,1994
288,201426,FRA,Pauline Parmentier,F,R,175,1986
289,201619,USA,Madison Keys,F,R,178,1995
290,201533,CHN,Shuai Zhang,F,R,177,1989
291,201697,CZE,Kristyna Pliskova,F,L,-1,1992
292,215020,RUS,Anna Blinkova,F,R,-1,1998
293,214149,SVK,Viktoria Kuzmova,F,R,-1,1998
294,201593,ROU,Irina Camelia Begu,F,R,181,1990
295,202505,SUI,Belinda Bencic,F,R,175,1997
296,216153,USA,Amanda Anisimova,F,R,180,2001
297,201512,ROU,Monica Niculescu,F,R,168,1987
298,211107,GBR,Katie Boulter,F,R,180,1996
299,201505,RUS,Ekaterina Makarova,F,L,178,1988
300,214939,RUS,Anna Kalinskaya,F,R,-1,1998
301,202503,THA,Luksika Kumkhum,F,R,-1,1993
302,206374,CHN,Yafan Wang,F,R,-1,1994
303,206391,AUS,Ellen Perez,F,L,-1,1995
304,206292,AUS,Astra Sharma,F,R,-1,1995
305,206289,GRE,Maria Sakkari,F,R,172,1995
306,201345,RUS,Maria Sharapova,F,R,-1,1987
307,202490,SWE,Rebecca Peterson,F,R,173,1995
308,201514,ROU,Sorana Cirstea,F,R,176,1990
309,201596,SWE,Johanna Larsson,F,R,174,1988
310,214304,BLR,Vera Lapko,F,R,-1,1998
311,201496,DEN,Caroline Wozniacki,F,R,177,1990
312,202421,BEL,Alison Van Uytvanck,F,R,173,1994
313,203501,USA,Taylor Townsend,F,L,-1,1996
314,201693,HUN,Timea Babos,F,R,179,1993
315,202460,TUN,Ons Jabeur,F,R,167,1994
316,214954,CZE,Marketa Vondrousova,F,L,173,1999
317,201516,RUS,Evgeniya Rodina,F,R,-1,1989
318,201549,CRO,Petra Martic,F,R,181,1991
319,204427,ESP,Sara Sorribes Tormo,F,R,176,1996
320,201465,BEL,Kirsten Flipkens,F,R,165,1986
321,201499,RUS,Anastasia Pavlyuchenkova,F,R,177,1991
322,201590,USA,Alison Riske,F,R,173,1990
323,201504,GER,Julia Goerges,F,R,180,1988
324,203500,USA,Sachia Vickery,F,R,-1,1995
325,204434,BEL,Ysaline Bonaventure,F,L,-1,1994
326,201614,FRA,Caroline Garcia,F,R,177,1993
327,211316,FRA,Jessika Ponchet,F,U,-1,1996
328,211651,ESP,Paula Badosa,F,R,180,1997
329,206242,BRA,Beatriz Haddad Maia,F,L,-1,1996
330,201555,SLO,Polona Hercog,F,R,182,1991
331,132283,ITA,Lorenzo Sonego,M,R,191,1995
332,126652,GBR,Jay Clarke,M,R,-1,1998
333,105216,JPN,Yuichi Sugita,M,R,173,1988
334,105841,ITA,Lorenzo Giustino,M,R,-1,1991
335,200095,ESP,Nicola Kuhn,M,R,-1,2000
336,105963,BEL,Arthur De Greef,M,R,-1,1992
337,144895,FRA,Corentin Moutet,M,L,178,1999
338,124079,ESP,Pedro Martinez,M,R,-1,1997
339,104873,KAZ,Aleksandr Nedovyesov,M,R,-1,1987
340,126845,AUS,Max Purcell,M,R,-1,1998
341,105585,CHN,Ze Zhang,M,R,-1,1990
342,109303,ITA,Stefano Napolitano,M,R,-1,1995
343,106390,ITA,Matteo Donati,M,R,-1,1995
344,134868,NED,Tallon Griekspoor,M,R,-1,1996
345,123755,COL,Daniel Elahi Galan,M,R,191,1996
346,126205,USA,Tommy Paul,M,R,185,1997
347,106232,DOM,Roberto Cid,M,R,-1,1993
348,200514,AUT,Jurij Rodionov,M,L,-1,1999
349,122330,KAZ,Alexander Bublik,M,R,196,1997
350,104297,BRA,Rogerio Dutra Silva,M,R,178,1984
351,134770,NOR,Casper Ruud,M,R,183,1998
352,104735,GER,Tobias Kamke,M,R,180,1986
353,105487,ARG,Facundo Bagnis,M,L,183,1990
354,106249,POR,Joao Domingues,M,R,-1,1993
355,106005,FRA,Constant Lestienne,M,R,-1,1992
356,105634,ITA,Viktor Galovic,M,R,-1,1990
357,105782,ESP,Enrique Lopez Perez,M,R,-1,1991
358,105385,USA,Donald Young,M,L,183,1989
359,133297,JPN,Yosuke Watanuki,M,R,-1,1998
360,126952,KOR,Soon Woo Kwon,M,R,180,1997
361,105065,USA,Tim Smyczek,M,R,175,1987
362,105041,SVK,Lukas Lacko,M,R,185,1987
363,106353,SRB,Pedja Krstin,M,R,-1,1994
364,110748,SRB,Nikola Milojevic,M,R,188,1995
365,123921,FRA,Calvin Hemery,M,R,-1,1995
366,200466,AUS,Alexander Crnokrak,M,R,-1,2000
367,111460,FRA,Quentin Halys,M,R,-1,1996
368,106293,BEL,Kimmer Coppejans,M,R,-1,1994
369,200221,ESP,Alejandro Davidovich Fokina,M,R,183,1999
370,104424,JPN,Go Soeda,M,R,178,1984
371,200624,USA,Sebastian Korda,M,R,196,2000
372,106228,ARG,Juan Ignacio Londero,M,R,-1,1993
373,103990,ESP,Tommy Robredo,M,R,180,1982
374,106214,GER,Oscar Otte,M,R,-1,1993
375,106099,ITA,Salvatore Caruso,M,R,185,1992
376,106105,BRA,Guilherme Clezar,M,R,-1,1993
377,105300,ESP,Sergio Gutierrez Ferrol,M,R,-1,1989
378,124014,USA,Ernesto Escobedo,M,R,-1,1996
379,105641,SLO,Blaz Rola,M,L,-1,1990
380,106361,CZE,Adam Pavlasek,M,R,-1,1994
381,105633,EGY,Mohamed Safwat,M,R,183,1990
382,144645,CZE,Zdenek Kolar,M,R,-1,1996
383,136440,GER,Dominik Koepfer,M,L,180,1994
384,104460,GER,Dustin Brown,M,R,196,1984
385,104122,ARG,Carlos Berlocq,M,R,183,1983
386,105655,JPN,Hiroki Moriya,M,R,-1,1990
387,208014,AUS,Rinky Hijikata,M,U,-1,2001
388,105561,ITA,Alessandro Giannessi,M,L,183,1990
389,104932,FRA,Kenny De Schepper,M,L,203,1987
390,105906,GER,Kevin Krawietz,M,R,190,1992
391,105943,ITA,Federico Gaio,M,R,-1,1992
392,104629,ESP,Adrian Menendez Maceiras,M,R,-1,1985
393,106328,USA,Christian Harrison,M,R,-1,1994
394,105985,BAR,Darian King,M,R,-1,1992
395,106072,RUS,Alexey Vatutin,M,R,-1,1992
396,106110,SVK,Filip Horansky,M,R,-1,1993
397,103917,FRA,Nicolas Mahut,M,R,190,1982
398,105064,BRA,Thomaz Bellucci,M,L,188,1987
399,111795,ITA,Filippo Baldi,M,R,-1,1996
400,120424,GER,Yannick Maden,M,R,185,1989
401,121531,GER,Mats Moraing,M,L,-1,1992
402,106291,AUS,Luke Saville,M,R,-1,1994
403,111511,USA,Noah Rubin,M,R,-1,1996
404,117361,AUS,Akira Santillan,M,R,-1,1997
405,126125,FRA,Maxime Janvier,M,R,-1,1996
406,111574,USA,Jc Aragone,M,R,-1,1995
407,106296,FRA,Gregoire Barrere,M,R,183,1994
408,117353,KOR,Duck Hee Lee,M,R,-1,1998
409,126846,AUS,Aleksandar Vukic,M,R,-1,1996
410,201329,RUS,Vera Zvonareva,F,R,172,1984
411,202491,RUS,Varvara Flink,F,R,-1,1996
412,202437,ITA,Anastasia Grymalska,F,R,-1,1990
413,201542,AUS,Olivia Rogowska,F,R,-1,1991
414,215290,UKR,Katarina Zavatska,F,R,-1,2000
415,202701,RUS,Irina Khromacheva,F,L,-1,1995
416,202482,AUT,Barbara Haas,F,R,-1,1996
417,201664,TUR,Pemra Ozgen,F,R,-1,1986
418,201501,BLR,Olga Govortsova,F,R,182,1988
419,201562,ESP,Silvia Soler Espinosa,F,R,-1,1987
420,215804,AUS,Kaylah Mcphee,F,U,-1,1998
421,210303,LIE,Kathinka Von Deichmann,F,R,-1,1994
422,203569,RUS,Olga Doroshina,F,L,-1,1994
423,213525,SUI,Jil Belen Teichmann,F,L,170,1997
424,201529,USA,Kristie Ahn,F,R,-1,1992
425,213602,GBR,Gabriella Taylor,F,R,-1,1998
426,202440,ARG,Paula Ormaechea,F,R,-1,1992
427,204291,KOR,Na Lae Han,F,L,-1,1992
428,202467,BUL,Elitsa Kostova,F,R,-1,1990
429,215042,GBR,Katie Swan,F,R,170,1999
430,204394,GRE,Valentini Grammatikopoulou,F,U,-1,1997
431,210705,ROU,Irina Maria Bara,F,R,-1,1995
432,202493,GEO,Ekaterine Gorgodze,F,L,-1,1991
433,202702,CZE,Tereza Smitkova,F,R,-1,1994
434,215550,JPN,Ayano Shimizu,F,U,-1,1998
435,211843,UKR,Anhelina Kalinina,F,R,-1,1997
436,203325,ITA,Martina Di Giuseppe,F,U,-1,1991
437,211222,USA,Jamie Loeb,F,R,-1,1995
438,214643,RUS,Ludmilla Samsonova,F,R,180,1998
439,215832,AUS,Gabriella Da Silva Fick,F,R,-1,2000
440,201613,RUS,Arina Rodionova,F,R,-1,1989
441,211901,MDA,Aliona Bolsova,F,R,-1,1997
442,202488,UKR,Valentyna Ivakhnenko,F,R,-1,1993
443,203398,USA,Danielle Lao,F,R,-1,1991
444,203288,CHN,Jia Jing Lu,F,R,-1,1989
445,201606,CAN,Rebecca Marino,F,R,-1,1990
446,211148,ITA,Jasmine Paolini,F,R,-1,1996
447,205723,GER,Anna Zaja,F,R,-1,1991
448,206124,CZE,Tereza Martincova,F,R,-1,1994
449,212034,CHN,Fang Ying Xun,F,U,-1,1995
450,216016,CHN,Xiyu Wang,F,L,-1,2001
451,214906,USA,Claire Liu,F,R,170,2000
452,204430,GER,Antonia Lottner,F,R,-1,1996
453,211702,JPN,Nao Hibino,F,R,163,1994
454,206408,ARG,Nadia Podoroska,F,U,170,1997
455,202628,UKR,Maryna Zanevska,F,R,-1,1993
456,206045,NED,Quirine Lemoine,F,L,-1,1991
457,201554,RUS,Vitalia Diatchenko,F,R,170,1990
458,211407,SRB,Dejana Radanovic,F,U,-1,1996
459,202450,SVK,Jana Cepelova,F,R,168,1993
460,203281,FRA,Amandine Hesse,F,R,-1,1993
461,204246,NED,Lesley Kerkhove,F,R,-1,1991
462,206102,IND,Ankita Raina,F,R,-1,1993
463,202707,FRA,Myrtille Georges,F,R,-1,1990
464,202653,CZE,Denisa Allertova,F,R,-1,1993
465,211736,SRB,Ivana Jorovic,F,R,-1,1997
466,201580,CHN,Xinyun Han,F,L,-1,1990
467,201534,USA,Asia Muhammed,F,R,-1,1991
468,201402,KAZ,Sesil Karatantcheva,F,R,171,1989
469,211719,CHN,Shilin Xu,F,R,-1,1998
470,213779,ROU,Raluca Georgiana Serban,F,R,-1,1997
471,203564,FRA,Chloe Paquet,F,R,-1,1994
472,214981,KAZ,Elena Rybakina,F,R,184,1999
473,202579,ITA,Giulia Gatto Monticone,F,R,-1,1987
474,203354,ITA,Martina Trevisan,F,L,160,1993
475,213941,UKR,Anastasia Zarytska,F,U,-1,1998
476,201674,UZB,Sabina Sharipova,F,R,-1,1994
477,213544,CRO,Jana Fett,F,R,-1,1996
478,215096,AUS,Jaimee Fourlis,F,R,-1,1999
479,202659,CRO,Tereza Mrdeza,F,R,-1,1990
480,206251,BEL,Kimberley Zimmermann,F,R,-1,1995
481,206252,CZE,Barbora Krejcikova,F,R,178,1995
482,214684,CAN,Katherine Sebov,F,U,-1,1999
483,202705,PAR,Veronica Cepede Royg,F,R,-1,1992
484,202480,NED,Richel Hogenkamp,F,R,-1,1992
485,201551,NED,Arantxa Rus,F,L,180,1990
486,206390,AUS,Isabelle Wallace,F,L,-1,1996
487,201513,GER,Sabine Lisicki,F,R,178,1989
488,201648,GBR,Naomi Broady,F,R,189,1990
489,202916,ESP,Georgina Garcia Perez,F,U,-1,1992
490,214541,HUN,Fanny Stollar,F,R,172,1998
491,202508,CHN,Yuxuan Zhang,F,R,-1,1994
492,203575,MNE,Danka Kovinic,F,R,169,1994
493,203578,CHN,Fangzhou Liu,F,R,-1,1995
494,202457,NED,Bibiane Schoofs,F,R,170,1988
495,215314,TPE,En Shuo Liang,F,U,-1,2000
496,202504,CHN,Ying Ying Duan,F,R,-1,1989
497,214694,IND,Karman Thandi,F,U,-1,1998
498,202489,GER,Carina Witthoeft,F,R,-1,1995
